identifier,value1,value2,value3,diff1,diff2,diff3,a,b,c,parabol_min,parabol_min_diff,value4,diff4
5 95  3,1.95262661,2.00262661,1.97762661,15631.51007,15623.73407,15626.62027,1602.883181,-6495.32891,22203.06821,2.026139206,15622.84758,2.022652876,15622.86706
5 95  5,-0.015,0.035,0.01,15589.38484,15663.33733,15622.78305,5724.847098,1364.552853,15608.56504,-0.1191781047,15527.25228,0.01,15622.7827
5 95  7,1.445614008,1.495614008,1.470614008,15628.57514,15622.38465,15622.78305,4314.946276,-12815.05064,25136.81773,1.484960625,15621.89458,1.484960625,15621.89458
5102  1,30.82654108,31.32654108,31.07654108,15611.66948,15632.98158,15621.85771,7.485183598,-422.6030496,21526.07216,28.2293042,15561.17679,30.51827567,15600.39459
5102  2,16.49744935,16.99744935,16.74744935,15613.62769,15593.75299,15600.46055,51.67658044,-1770.651219,30760.25683,17.13204709,15592.81644,17.13204709,15592.81644
5102  3,1.843656429,1.893656429,1.868656429,15595.88895,15590.95092,15592.6652,1207.583276,-4611.877028,19993.94677,1.909548236,15590.6456,1.909548236,15590.6456
5102  5,0.002357292038,0.05235729204,0.02735729204,15575.38656,15640.01406,15590.51705,27493.2234,-211.730406,15575.7329,0.003850592617,15575.32491,0.01,15576.36457
5102  7,2.975,3.025,3.0,15583.82469,15572.06645,15576.25553,2704.065655,-16459.55874,40618.34086,3.043483562,15571.14228,3.0,15576.25518
3 18  1,142.5193006,142.7693006,142.6443006,15577.41122,15574.794,15576.25553,-9.786574949,2781.529391,-182061.7382,142.109441,15579.05487,142.7693006,15574.79365
3 18  4,-0.80566968,-0.81066968,-0.80816968,15580.43443,15569.80287,15574.82914,46322.13684,76998.60483,47548.00842,-0.8311210373,15550.42792,-0.8187763768,15557.48698
3 18  8,0.99875,1.00125,1.0,15558.17746,15556.14298,15557.16369,-2222.92116,3632.049716,14148.03514,0.8169542362,15631.64399,1.0,15557.16335
3 18  9,1.573677102,1.583677102,1.578677102,15557.049,15557.54036,15557.16369,5239.519294,-16493.88225,28537.63585,1.57398812,15557.04815,1.57398812,15557.04815
3 18 13,-0.087115,-0.088115,-0.087615,15544.81388,15573.21246,15557.03684,7905316.832,1356850.081,73753.17567,-0.08581882992,15531.53215,-0.08624385,15532.96018
3 18 14,4.694848982,4.699848982,4.697348982,15534.74766,15532.61486,15533.59587,13661.91075,-128776.0842,318988.5481,4.712960233,15530.26597,4.712960233,15530.26597
4 12  1,0.2859175138,0.2869175138,0.2864175138,15528.04733,15529.37354,15528.75702,-186318.281,108055.8426,-135.7100578,0.289976491,15531.11664,0.2859175138,15528.04699
4 12  2,1.542696277,1.543696277,1.543196277,15527.68469,15528.37469,15528.05224,-90218.04472,279138.3012,-200386.9439,1.547020345,15529.3712,1.542696277,15527.68434
4 12  3,12.756498,12.768998,12.762748,15527.1567,15528.0894,15527.65848,-906.9494452,23224.94969,-133155.5795,12.80388329,15529.19279,12.756498,15527.15636
3 17  1,9.875,10.125,10.0,15527.09499,15527.09499,15527.09499,,,,10.0,,10.0,
3 17  4,0.3541,0.3591,0.3566,15527.09499,15527.09499,15527.09499,,,,0.3566,,0.3566,
3 17  8,0.23895,0.24145,0.2402,15527.09499,15527.09499,15527.09499,,,,0.2402,,0.2402,
3 17  9,1.9175,1.9275,1.9225,15527.09499,15527.09499,15527.09499,,,,1.9225,,1.9225,
3 17 13,-0.1345,-0.1355,-0.135,15527.09499,15527.09499,15527.09499,,,,-0.135,,-0.135,
3 17 14,5.5964,5.6014,5.5989,15527.09499,15527.09499,15527.09499,,,,5.5989,,5.5989,
3 10  1,199.875,200.125,200.0,15546.39953,15508.60051,15527.09499,25.92167879,-10519.86758,1082633.46,202.9164018,15306.62041,200.0,15527.09465
3 10  4,-0.304742521,-0.309742521,-0.307242521,15529.10049,15526.28736,15527.09499,95828.88977,59448.04582,24746.01011,-0.3101780995,15526.26883,-0.3101780995,15526.26883
3 10  8,0.4287079948,0.4312079948,0.4299579948,15530.01391,15522.97619,15526.35032,92626.55701,-82466.14318,33860.02341,0.4451538837,15504.96111,0.4355200748,15513.5578
3 10  9,2.789021113,2.799021113,2.794021113,15510.82078,15511.15306,15510.95409,1312.925474,-7303.455323,25667.53888,2.781367056,15510.74352,2.781367056,15510.74352
3 10 13,-0.0453803917,-0.0463803917,-0.0458803917,15473.59895,15553.29103,15510.68156,11053734.36,934607.2452,35122.6029,-0.0422756335,15367.04587,-0.04492658778,15444.72664
3 10 14,4.789830036,4.794830036,4.792330036,15438.51646,15443.63514,15441.20184,-20167.54853,194322.8328,-452641.4121,4.817710804,15454.1931,4.789830036,15438.51611
4 13  1,0.3232653644,0.3242653644,0.3237653644,15436.24002,15440.07536,15438.59266,-1739905.956,1130477.914,-168187.0798,0.3248675339,15440.70592,0.3232653644,15436.23967
4 13  2,1.823029044,1.824029044,1.823529044,15435.59778,15436.11333,15436.2451,-1558173.81,5683265.945,-5166834.071,1.823694478,15436.2874,1.823029044,15435.59744
4 13  3,10.10455161,10.11705161,10.11080161,15435.69738,15438.4985,15435.59452,38487.69503,-778058.8083,3947701.858,10.10789043,15435.26799,10.10789043,15435.26799
4 13  4,1.412619021,1.413619021,1.413119021,15433.34443,15434.51086,15433.7338,775373.9505,-2190224.923,1562133.829,1.412366847,15433.29477,1.412366847,15433.29477
5 71  1,89.75,90.25,90.0,15454.59305,15413.56988,15433.37296,11.33605282,-2122.535844,114639.5712,93.61882302,15284.91703,90.0,15433.37262
5 71  2,12.4584492,12.9584492,12.7084492,15437.54263,15433.15015,15433.37296,31.57482037,-811.3189624,20644.49749,12.8475626,15432.76156,12.8475626,15432.76156
5 71  3,2.810983739,2.860983739,2.835983739,15436.43724,15429.83194,15433.21347,-126.2076923,583.7398866,14792.80035,2.312616117,15467.78314,2.860983739,15429.8316
5 71  5,0.1612632851,0.2112632851,0.1862632851,15435.05636,15428.58653,15429.8151,3210.154773,-1325.264516,15565.29007,0.2064175421,15428.51081,0.2064175421,15428.51081
5 71  7,2.21667977,2.26667977,2.24167977,15423.55505,15432.11782,15427.91562,-126.6959224,739.2788365,14407.35246,2.917532082,15485.78697,2.21667977,15423.5547
5 73  1,55.38238594,55.88238594,55.63238594,15423.59338,15423.63433,15423.61353,0.005179910499,-0.4944506402,15435.08937,47.72772043,15423.28953,54.82856208,15423.55071
5 73  2,-0.05,0.45,0.2,15429.38038,15423.92241,15423.55941,49.47172136,-30.70463103,15427.72147,0.3103250724,15422.95692,0.3103250724,15422.95692
5 73  3,0.7199,0.7699,0.7449,15423.70469,15423.73438,15423.71954,-0.01331291569,0.6137212965,15423.26977,23.04984538,15430.34251,0.7199,15423.70434
5 73  5,1.7109,1.7609,1.7359,15423.69668,15423.69764,15423.69717,-0.02306222887,0.0992257088,15423.59442,2.15126017,15423.70081,1.7109,15423.69633
5 73  7,2.975,3.025,3.0,15423.63725,15423.62564,15423.63135,0.1535943928,-1.153806155,15425.71042,3.756016525,15423.54321,3.0,15423.631
5 74  1,63.72410427,64.22410427,63.97410427,15423.68921,15423.63714,15423.63135,0.5092589643,-65.26291266,17514.53069,64.07635137,15423.62568,64.07635137,15423.62568
5 74  2,28.2893414,28.7893414,28.5393414,15423.83583,15423.65949,15423.6938,0.8617798301,-49.54194487,16135.67377,28.74396867,15423.65737,28.74396867,15423.65737
5 74  3,0.6905095001,0.7405095001,0.7155095001,15424.12661,15424.8509,15423.65505,1333.923236,-1894.383752,16096.19749,0.7100797484,15423.61538,0.7100797484,15423.61538
5 74  5,2.853881862,2.903881862,2.878881862,15423.56901,15423.63186,15423.59798,3.924498899,-21.33952767,15452.50587,2.718758269,15423.49702,2.825343043,15423.5416
5 74  7,1.387198204,1.437198204,1.412198204,15423.36168,15423.68866,15423.47851,74.65821481,-204.3247945,15563.13446,1.368401287,15423.33495,1.373326222,15423.33677
5 95  1,89.75,90.25,90.0,15456.70378,15394.75088,15423.40021,37.23387207,-6826.002763,328169.2851,91.66388538,15320.31735,90.0,15423.39987
5 95  2,32.8487926,33.3487926,33.0987926,15423.67084,15423.78557,15423.40021,5.247861061,-347.1662686,21164.99493,33.07693026,15423.39736,33.07693026,15423.39736
5 95  3,1.997652876,2.047652876,2.022652876,15427.49703,15420.30335,15423.37813,835.2895725,-3522.875358,19131.65834,2.108774893,15417.18244,2.068129405,15418.56239
5 95  5,-0.015,0.035,0.01,15382.97009,15460.97517,15418.78265,5103.961884,1458.022412,15403.69203,-0.1428324158,15299.56526,0.01,15418.78231
5 95  7,1.459960625,1.509960625,1.484960625,15426.91659,15414.5658,15418.78265,3133.672699,-9553.776922,22695.67828,1.524373768,15413.91447,1.524373768,15413.91447
5102  1,30.26827567,30.76827567,30.51827567,15403.93336,15423.36078,15413.16469,7.718056341,-432.2286937,21415.71042,28.00113621,15364.26281,29.96559292,15394.04749
5102  2,16.88204709,17.38204709,17.13204709,15406.34989,15388.50688,15394.21918,51.34716889,-1795.050252,31076.34921,17.47954455,15388.01844,17.47954455,15388.01844
5102  3,1.884548236,1.934548236,1.909548236,15391.03301,15386.84987,15388.21597,1160.757105,-4516.706154,19780.52917,1.945586262,15386.7081,1.945586262,15386.7081
5102  5,-0.015,0.035,0.01,15373.38096,15437.83983,15386.63294,30363.9275,681.8987579,15376.77756,-0.0112287641,15372.94878,0.01,15386.6326
5102  7,2.975,3.025,3.0,15401.2363,15376.03071,15386.63294,3200.899579,-19709.50928,45707.06457,3.078745333,15366.78437,3.0,15386.6326
3 18  1,142.6443006,142.8943006,142.7693006,15386.9366,15386.87338,15386.63294,17.41100381,-4971.766568,370312.5035,142.7765631,15386.63168,142.7765631,15386.63168
3 18  4,-0.8162763768,-0.8212763768,-0.8187763768,15393.10731,15380.86085,15386.54733,69880.81587,116882.8147,64239.70238,-0.8363011594,15365.08533,-0.8294891406,15368.32805
3 18  8,0.99875,1.00125,1.0,15366.88279,15364.64414,15365.76645,-1913.104595,2930.747135,14348.12391,0.7659662579,15470.55028,1.0,15365.76611
3 18  9,1.56898812,1.57898812,1.57398812,15366.07393,15365.7296,15365.76645,5412.353786,-17072.39405,28828.73768,1.577169077,15365.71135,1.577169077,15365.71135
3 18 13,-0.08574385,-0.08674385,-0.08624385,15351.80886,15383.72733,15365.71666,8205736.531,1383470.152,73647.22693,-0.08429896245,15334.6774,-0.0848864115,15337.50917
3 18 14,4.710460233,4.715460233,4.712960233,15335.19636,15334.17389,15334.61864,10637.39325,-100471.7161,252576.1046,4.722572241,15333.6355,4.722572241,15333.6355
4 12  1,0.2854175138,0.2864175138,0.2859175138,15332.45395,15334.02969,15333.17854,253127.0793,-143171.1944,35575.48927,0.2828049746,15330.72593,0.2828049746,15330.72593
4 12  2,1.542196277,1.543196277,1.542696277,15327.07917,15329.04763,15328.01647,187725.6281,-577238.7906,459061.7115,1.537453347,15322.85587,1.537453347,15322.85587
4 12  3,12.750248,12.762748,12.756498,15322.19921,15322.89843,15322.57079,-562.5519478,14408.32397,-76934.09604,12.80621641,15323.96104,12.750248,15322.19886
3 17  1,9.875,10.125,10.0,15322.18713,15322.18713,15322.18713,,,,10.0,,10.0,
3 17  4,0.3541,0.3591,0.3566,15322.18713,15322.18713,15322.18713,,,,0.3566,,0.3566,
3 17  8,0.23895,0.24145,0.2402,15322.18713,15322.18713,15322.18713,,,,0.2402,,0.2402,
3 17  9,1.9175,1.9275,1.9225,15322.18713,15322.18713,15322.18713,,,,1.9225,,1.9225,
3 17 13,-0.1345,-0.1355,-0.135,15322.18713,15322.18713,15322.18713,,,,-0.135,,-0.135,
3 17 14,5.5964,5.6014,5.5989,15322.18713,15322.18713,15322.18713,,,,5.5989,,5.5989,
3 10  1,199.875,200.125,200.0,15340.54098,15304.74834,15322.18713,29.28185704,-11855.91337,1215230.579,202.4446973,15147.18246,200.0,15322.18679
3 10  4,-0.3076780995,-0.3126780995,-0.3101780995,15326.24683,15319.7151,15322.18713,127013.0624,80099.68652,27947.37134,-0.3153206647,15318.8278,-0.3153206647,15318.8278
3 10  8,0.4342700748,0.4367700748,0.4355200748,15321.82712,15314.57193,15318.33734,-88203.19033,73926.44437,-147.9318307,0.4190689934,15342.20814,0.4367700748,15314.57158
3 10  9,2.776367056,2.786367056,2.781367056,15314.53003,15314.81348,15314.63901,1309.840652,-7257.950305,25368.73206,2.770547049,15314.48532,2.770547049,15314.48532
3 10 13,-0.04442658778,-0.04542658778,-0.04492658778,15277.65694,15357.31853,15314.45845,12117112.1,1009099.41,36192.69332,-0.04163943525,15183.52821,-0.04398232191,15250.04047
3 10 14,4.787330036,4.792330036,4.789830036,15249.72214,15253.85335,15251.76008,4426.030766,-41573.62795,112838.286,4.696491071,15213.19944,4.739456736,15221.37011
4 13  1,0.3227653644,0.3237653644,0.3232653644,15247.88779,15250.48316,15249.72214,-2146640.147,1390464.185,-209914.2298,0.3238698828,15250.50627,0.3227653644,15247.88745
4 13  2,1.822529044,1.823529044,1.823029044,15248.43838,15246.98882,15247.86321,-598444.0169,2180512.09,-1970999.279,1.821817938,15248.74066,1.823529044,15246.98848
4 13  3,10.10164043,10.11414043,10.10789043,15246.16954,15249.11565,15247.05204,15118.25059,-305391.5522,1557488.068,10.10009559,15246.13312,10.10009559,15246.13312
4 13  4,1.411866847,1.412866847,1.412366847,15249.25479,15248.60643,15248.26951,2644404.174,-7470385.921,5291168.828,1.412489436,15248.22943,1.412489436,15248.22943
5 71  1,89.75,90.25,90.0,15270.70882,15222.5315,15248.50649,-30.18127992,5336.275734,-220547.9422,88.40373484,15325.40993,90.0,15248.50615
5 71  2,12.5975626,13.0975626,12.8475626,15248.09621,15245.10794,15248.50649,-30.47070292,776.9719843,10295.80039,12.7494923,15248.79921,13.0975626,15245.10759
5 71  3,2.835983739,2.885983739,2.860983739,15248.65962,15241.73594,15245.085,180.4491208,-1170.997658,17118.27307,3.244675432,15218.51907,2.914843576,15238.14995
5 71  5,0.1814175421,0.2314175421,0.2064175421,15239.30852,15240.29123,15237.96046,2943.062701,-1195.345427,15359.30212,0.2030784847,15237.92731,0.2030784847,15237.92731
5 71  7,2.19167977,2.24167977,2.21667977,15232.62764,15241.5767,15237.34346,-386.0552447,1890.502927,12943.65163,2.448487558,15258.08774,2.19167977,15232.6273
5 73  1,54.57856208,55.07856208,54.82856208,15232.65595,15232.70435,15232.67972,0.006782189477,-0.6469192789,15247.76095,47.69251,15232.33401,54.03277646,15232.60665
5 73  2,0.06032507238,0.5603250724,0.3103250724,15232.37114,15232.85877,15232.61487,0.001374831569,0.9744111738,15232.31235,-354.3747452,15059.65866,0.2,15232.50695
5 73  3,0.6949,0.7449,0.7199,15232.49307,15232.50635,15232.49971,-0.006587358075,0.2750664872,15232.30511,20.87836156,15235.17624,0.6949,15232.49273
5 73  5,1.6859,1.7359,1.7109,15232.42732,15232.42776,15232.42754,-0.01062038791,0.04519499608,15232.38131,2.127746955,15232.42905,1.6859,15232.42697
5 73  7,2.975,3.025,3.0,15232.49525,15232.49002,15232.49258,0.07946685364,-0.5813657586,15233.52148,3.657913532,15232.45785,3.0,15232.49224
5 74  1,63.82635137,64.32635137,64.07635137,15232.5336,15232.4805,15232.49258,0.2314343672,-29.76512777,16189.51505,64.30576436,15232.48006,64.30576436,15232.48006
5 74  2,28.49396867,28.99396867,28.74396867,15232.65221,15232.43383,15232.47264,1.126088848,-65.17329115,16175.41936,28.93789921,15232.42995,28.93789921,15232.42995
5 74  3,0.6850797484,0.7350797484,0.7100797484,15233.06746,15233.59326,15232.42288,1451.97631,-2051.522111,15957.06149,0.706458534,15232.40349,0.706458534,15232.40349
5 74  5,2.800343043,2.850343043,2.825343043,15232.30623,15232.37231,15232.3365,4.431183625,-23.71762758,15263.97473,2.676218094,15232.23762,2.772339613,15232.27856
5 74  7,1.348326222,1.398326222,1.373326222,15232.28133,15232.56612,15232.3592,103.2477833,-277.8900749,15419.26503,1.34574354,15232.2803,1.34574354,15232.2803
5 95  1,89.75,90.25,90.0,15265.6544,15202.49324,15232.25865,29.04279856,-5354.026057,261847.9355,92.17476143,15094.89786,90.0,15232.25831
5 95  2,32.82693026,33.32693026,33.07693026,15233.16748,15229.76196,15232.25865,-12.70289858,833.5347405,1559.517567,32.80884024,15233.17129,33.32693026,15229.76162
5 95  3,2.043129405,2.093129405,2.068129405,15232.85261,15227.78152,15229.75162,904.7096078,-3843.534856,19309.09202,2.124181518,15226.90883,2.114060699,15227.0015
5 95  5,-0.015,0.035,0.01,15187.82762,15270.85583,15226.00345,5341.231689,1553.739582,15209.93193,-0.1454476863,15096.93768,0.01,15226.00311
5 95  7,1.499373768,1.549373768,1.524373768,15222.46393,15221.53653,15226.00345,-6405.156803,19509.15805,370.5160847,1.522925875,15226.01654,1.549373768,15221.53619
5102  1,29.71559292,30.21559292,29.96559292,15215.51835,15228.35773,15221.59819,5.437555362,-300.2003935,19334.70014,27.60435284,15191.28101,29.41843699,15209.17547
5102  2,17.22954455,17.72954455,17.47954455,15214.52452,15213.04302,15210.38832,54.32720874,-1902.192746,31861.01582,17.50681463,15210.34758,17.50681463,15210.34758
5102  3,1.920586262,1.970586262,1.945586262,15212.92719,15209.13837,15210.32875,1126.456061,-4459.011291,19621.73908,1.979221137,15209.05404,1.979221137,15209.05404
5102  5,-0.015,0.035,0.01,15197.39693,15258.90355,15208.92902,30753.95923,615.053238,15199.70309,-0.00999957816,15196.62761,0.01,15208.92868
5102  7,2.975,3.025,3.0,15222.65275,15197.41878,15208.92902,1770.799038,-11129.47371,32660.15881,3.142500496,15172.97014,3.0,15208.92868
3 18  1,142.6515631,142.9015631,142.7765631,15208.18372,15210.29806,15208.92902,19.95997499,-5691.175897,420888.4399,142.5647051,15208.0328,142.5647051,15208.0328
3 18  4,-0.8269891406,-0.8319891406,-0.8294891406,15214.53573,15201.82893,15207.90791,43907.08024,75382.25104,47526.30188,-0.8584293311,15171.13387,-0.840309032,15185.55055
3 18  8,0.99875,1.00125,1.0,15186.70601,15183.97335,15185.56733,-145696.8834,290300.7017,-129418.2509,0.9962488382,15187.61713,1.0,15185.567
3 18  9,1.572169077,1.582169077,1.577169077,15186.50215,15184.4816,15185.56733,-3018.319452,9318.744918,7996.286851,1.543697589,15188.94854,1.582169077,15184.48126
3 18 13,-0.0843864115,-0.0853864115,-0.0848864115,15169.16971,15200.78451,15184.47521,2007604.453,309221.8759,26967.00947,-0.07701264944,15060.01117,-0.08354254738,15145.61455
3 18 14,4.720072241,4.725072241,4.722572241,15169.15778,15171.01148,15169.16971,146388.0366,-1382285.416,3278265.113,4.721305949,15168.93464,4.721305949,15168.93464
4 12  1,0.2823049746,0.2833049746,0.2828049746,15168.28648,15169.90621,15169.09256,15128.54017,-6937.120893,15920.98459,0.2292726468,15125.73821,0.2794819249,15163.87683
4 12  2,1.536953347,1.537953347,1.537453347,15157.05515,15160.60187,15159.41331,-2339196.603,7196358.019,-5519599.411,1.538211455,15160.75737,1.536953347,15157.05481
4 12  3,12.743998,12.756498,12.750248,15155.01815,15157.72158,15156.71266,-8775.490313,223995.6307,-1414221.989,12.76257068,15158.04486,12.743998,15155.01781
3 17  1,9.875,10.125,10.0,15153.58606,15153.58606,15153.58606,,,,10.0,,10.0,
3 17  4,0.3541,0.3591,0.3566,15153.58606,15153.58606,15153.58606,,,,0.3566,,0.3566,
3 17  8,0.23895,0.24145,0.2402,15153.58606,15153.58606,15153.58606,,,,0.2402,,0.2402,
3 17  9,1.9175,1.9275,1.9225,15153.58606,15153.58606,15153.58606,,,,1.9225,,1.9225,
3 17 13,-0.1345,-0.1355,-0.135,15153.58606,15153.58606,15153.58606,,,,-0.135,,-0.135,
3 17 14,5.5964,5.6014,5.5989,15153.58606,15153.58606,15153.58606,,,,5.5989,,5.5989,
3 10  1,199.875,200.125,200.0,15175.52278,15130.75333,15153.58606,-28.67228179,11289.83492,-1095922.126,196.8771617,15433.20121,200.0,15153.58572
3 10  4,-0.3128206647,-0.3178206647,-0.3153206647,15154.25402,15153.69969,15153.58606,62527.88434,39543.53493,21405.51221,-0.3162072037,15153.53657,-0.3162072037,15153.53657
3 10  8,0.4355200748,0.4380200748,0.4367700748,15157.0818,15149.36522,15153.06522,101305.5485,-91581.09715,35827.08104,0.4520043496,15129.55358,0.4424002755,15138.89782
3 10  9,2.765547049,2.775547049,2.770547049,15135.83112,15136.11899,15135.95017,995.6311786,-5488.098993,22698.59046,2.756090363,15135.74175,2.756090363,15135.74175
3 10 13,-0.04348232191,-0.04448232191,-0.04398232191,15480.16626,15178.71797,15135.69113,775003945.3,68474394.29,1527596.315,-0.04417680368,15106.37769,-0.04417680368,15106.37769
3 10 14,4.784830036,4.789830036,4.787330036,15149.65731,15154.83507,15152.23671,1517.124144,-13490.39644,44964.96328,4.446042367,14975.52589,4.736981736,15103.94395
4 13  1,0.3222653644,0.3232653644,0.3227653644,15145.93794,15152.05942,15149.65731,-2634524.774,1706788.173,-261284.2963,0.3239271443,15153.21288,0.3222653644,15145.9376
4 13  2,1.823029044,1.824029044,1.823529044,15145.97313,15146.93105,15145.8394,2450789.514,-8937213.799,8162906.91,1.823333613,15145.74545,1.823333613,15145.74545
4 13  3,10.09384559,10.10634559,10.10009559,15143.27746,15150.63961,15146.97576,-440.9356703,9495.956639,-35782.39487,10.76796149,15343.65251,10.09384559,15143.27712
4 13  4,1.411989436,1.412989436,1.412489436,15144.74617,15139.78106,15143.19214,-3714100.636,10487290.71,-7387943.892,1.411821022,15144.85118,1.412989436,15139.78072
